time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR
"15.11.2018 20:00,""27.0"",""756.2"",""757.6"",""1.8"",""89"",""Wind blowing from the south-east"",""2"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Thunderstorm(s) with or without precipitation."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""",""31.3"",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""25.1"",""Trace of precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,
"15.11.2018 17:00,""28.8"",""754.4"",""755.8"",""-1.0"",""79"",""Wind blowing from the south-east"",""3"","""","""",""90  or more"," but not 100%"",""Haze. "",""Thunderstorm(s) with or without precipitation."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.9"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,
"15.11.2018 14:00,""30.0"",""755.4"",""756.8"",""-2.2"",""73"",""Wind blowing from the south-southwest"",""4"","""","""",""90  or more"," but not 100%"",""Precipitation within sight", reaching the ground or the surface of the sea, but distant," i.e. estimated to be more than 5 km from the station. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.6"",""0.4"",""6"","""","""","""","""",",,,,,,,,,,,,,
"15.11.2018 11:00,""27.1"",""757.6"",""759.1"",""0.8"",""84"",""Wind blowing from the south-southeast"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""50%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""12.0"",""24.2"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,
"15.11.2018 08:00,""24.1"",""756.8"",""758.2"",""1.4"",""96"",""Wind blowing from the east-southeast"",""2"","""","""",""90  or more"," but not 100%"",""Rain", not freezing, continuous," slight at time of observation. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""23.3"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""50%."",""200-300"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrostratus not progressively invading the sky and not entirely covering it."",""7.0"",""23.4"",""27.0"",""24"","""","""","""","""",",,,,,,,,,,,,,,,
"15.11.2018 05:00,""23.9"",""755.4"",""756.8"",""-0.2"",""95"",""Wind blowing from the south"",""2"","""","""",""90  or more"," but not 100%"",""Rain", not freezing, continuous," slight at time of observation. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""50%."",""200-300"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrostratus not progressively invading the sky and not entirely covering it."",""7.0"",""23.0"","""","""","""","""","""","""",",,,,,,,,,,,,,,,
"15.11.2018 02:00,""26.4"",""755.6"",""757.0"",""-0.7"",""95"",""Wind blowing from the west-southwest"",""1"","""","""",""90  or more"," but not 100%"",""Rain (not freezing) not falling as shower(s). "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""200-300"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""5.0"",""25.5"",""Trace of precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,
"14.11.2018 23:00,""27.2"",""756.3"",""757.7"",""1.4"",""88"",""Wind blowing from the north-west"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""40%."",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""25.0"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,,
"14.11.2018 20:00,""28.9"",""754.9"",""756.3"",""2.1"",""78"",""Wind blowing from the east"",""2"","""","""",""90  or more"," but not 100%"",""Thunderstorm"," but no precipitation at the time of observation. "",""Thunderstorm(s) with or without precipitation."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""",""31.8"",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.6"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,
"14.11.2018 17:00,""31.6"",""752.8"",""754.2"",""-1.8"",""62"",""Wind blowing from the south"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.4"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,
"14.11.2018 14:00,""31.3"",""754.6"",""756.0"",""-1.5"",""65"",""Wind blowing from the south-southwest"",""2"","""","""",""90  or more"," but not 100%"",""Precipitation within sight", reaching the ground or the surface of the sea, but distant," i.e. estimated to be more than 5 km from the station. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.0"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,
"14.11.2018 11:00,""29.5"",""756.1"",""757.6"",""0.8"",""75"",""Wind blowing from the south"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.7"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,
"14.11.2018 08:00,""25.4"",""755.3"",""756.7"",""1.2"",""93"",""Wind blowing from the east-northeast"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""25.0"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""24.1"",""0.4"",""24"","""","""","""","""",",,,,,,,,,,,,,,,,
"14.11.2018 05:00,""25.3"",""754.1"",""755.5"",""-0.7"",""94"",""Wind blowing from the east"",""1"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""100-200"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""24.3"","""","""","""","""","""","""",",,,,,,,,,,,,,,,
"14.11.2018 02:00,""25.5"",""754.8"",""756.2"",""-1.0"",""95"",""Wind blowing from the north"",""0"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""9.0"",""24.6"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,
