date,time,T,Po,U,DD,Ff,N,WW,Cl,Nh,H,VV,city
2018-11-15,20,24.3,757.6,97,Wind blowing from the north-east,3,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,5.0,Penang
2018-11-15,17,28.2,755.2,81,Wind blowing from the west-southwest,3,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,9.0,Penang
2018-11-15,14,30.0,756.7,76,Wind blowing from the south-west,4,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Penang
2018-11-15,11,29.8,758.5,72,Wind blowing from the east-southeast,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,10.0,Penang
2018-11-15,08,25.5,757.0,93,Wind blowing from the north,2,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,8.0,Penang
2018-11-15,05,24.8,755.8,93,Wind blowing from the north,2,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,8.0,Penang
2018-11-15,02,25.1,756.4,98,Wind blowing from the north-northeast,0,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,8.0,Penang
2018-11-14,23,25.6,757.3,97,Wind blowing from the north,2,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",40%.,300-600,8.0,Penang
2018-11-14,20,25.1,755.9,98,Wind blowing from the north,0,"90  or more, but not 100%","Rain, not freezing, continuous, moderate at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,6.0,Penang
2018-11-14,17,25.3,754.3,88,Wind blowing from the west,2,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-14,14,31.0,755.7,71,Wind blowing from the south-west,4,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,9.0,Penang
2018-11-14,11,29.5,757.5,77,Wind blowing from the east-northeast,3,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,7.0,Penang
2018-11-14,08,26.2,756.4,95,Wind blowing from the north-east,1,"90  or more, but not 100%",Mist. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,6.0,Penang
2018-11-14,05,25.6,755.1,97,Wind blowing from the north,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,6.0,Penang
2018-11-14,02,26.3,755.8,92,Wind blowing from the north,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-13,23,26.5,756.9,93,Wind blowing from the north,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-13,20,26.2,755.7,94,Wind blowing from the north-east,1,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,8.0,Penang
2018-11-13,17,29.6,753.7,78,Wind blowing from the south-west,4,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,9.0,Penang
2018-11-13,14,30.5,755.2,77,Wind blowing from the south-west,4,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,8.0,Penang
2018-11-13,11,29.2,757.3,79,Wind blowing from the south-east,2,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,8.0,Penang
2018-11-13,08,26.6,756.4,88,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,8.0,Penang
2018-11-13,05,25.8,755.2,93,Wind blowing from the north-northeast,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-13,02,26.1,756.5,90,Wind blowing from the north,2,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-12,23,26.3,757.0,93,Wind blowing from the north-east,2,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-12,20,28.1,756.2,85,Wind blowing from the south-southeast,2,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,8.0,Penang
2018-11-12,17,30.7,754.1,68,Wind blowing from the west-southwest,4,70 – 80%.,Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Penang
2018-11-12,14,30.4,756.1,72,Wind blowing from the south-west,4,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,10.0,Penang
2018-11-12,11,28.3,758.2,80,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,9.0,Penang
2018-11-12,08,27.2,757.5,86,Wind blowing from the west,2,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,8.0,Penang
2018-11-12,05,26.6,756.4,88,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-12,02,27.1,757.3,90,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-11,23,27.3,758.1,90,Wind blowing from the east-northeast,1,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,9.0,Penang
2018-11-11,20,27.6,757.1,91,Wind blowing from the east-southeast,1,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,7.0,Penang
2018-11-11,17,30.7,755.2,71,Wind blowing from the west,2,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,9.0,Penang
2018-11-11,14,32.3,756.3,65,Wind blowing from the west-southwest,5,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,10.0,Penang
2018-11-11,11,31.6,758.0,65,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Penang
2018-11-11,08,26.8,756.8,82,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,8.0,Penang
2018-11-11,05,26.1,755.8,87,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-11,02,26.7,757.0,89,Wind blowing from the north-northeast,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,,600-1000,8.0,Penang
2018-11-10,23,28.0,757.3,83,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-10,20,29.1,756.3,77,Wind blowing from the west,0,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,9.0,Penang
2018-11-10,17,30.6,754.6,69,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Penang
2018-11-10,14,31.7,756.1,64,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,10.0,Penang
2018-11-10,11,30.3,757.6,67,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,8.0,Penang
2018-11-10,08,26.1,756.4,88,Wind blowing from the north,2,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,8.0,Penang
2018-11-10,05,26.3,755.1,86,Wind blowing from the north-northeast,3,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-10,02,26.1,756.1,89,Wind blowing from the north-northeast,4,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,7.0,Penang
2018-11-09,23,26.0,756.9,92,Wind blowing from the north-northeast,2,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,7.0,Penang
2018-11-09,20,26.6,755.4,89,Wind blowing from the east,2,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,8.0,Penang
2018-11-09,17,30.7,753.5,73,Wind blowing from the south-west,5,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-09,14,31.6,754.9,71,Wind blowing from the south-southwest,5,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,8.0,Penang
2018-11-09,11,30.4,756.6,76,Wind blowing from the south-east,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,8.0,Penang
2018-11-09,08,26.6,755.5,88,Wind blowing from the north-east,1,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,8.0,Penang
2018-11-09,05,26.8,754.5,85,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-09,02,27.0,755.7,88,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-08,23,28.1,756.4,81,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-08,20,29.0,755.0,77,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,9.0,Penang
2018-11-08,17,31.8,753.5,62,Wind blowing from the west-southwest,3,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,9.0,Penang
2018-11-08,14,31.3,755.2,72,Wind blowing from the south-west,5,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Penang
2018-11-08,11,30.1,756.8,73,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,8.0,Penang
2018-11-08,08,26.6,756.2,90,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,8.0,Penang
2018-11-08,05,25.8,754.9,93,Wind blowing from the north,1,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,9.0,Penang
2018-11-08,02,26.3,756.3,91,Wind blowing from the north,2,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Penang
2018-11-07,23,26.5,757.3,94,Wind blowing from the north-west,0,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,8.0,Penang
2018-11-07,20,27.5,755.8,87,Wind blowing from the east,4,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,8.0,Penang
